year,permit_type,occupation_field,occupation_category,occupation_group,number_granted_applications
2016,first-time,Plant/machine operators and transport,Manufacturing & factory work,"Machine operators, food industry",11
2016,first-time,Plant/machine operators and transport,Manufacturing & factory work,"Machine operators, rubber/plastic/paper",6
2016,first-time,Plant/machine operators and transport,Manufacturing & factory work,"Machine operators, textile/laundry/leather",10
2016,first-time,Plant/machine operators and transport,Engineering professionals,Operations technicians and process supervisors,2
2016,first-time,Plant/machine operators and transport,Manufacturing & factory work,Ore processing and well drillers,1
2016,first-time,Plant/machine operators and transport,Manufacturing & factory work,Other process and machine operators,17
2016,first-time,Plant/machine operators and transport,Manufacturing & factory work,"Process and machine operators, steel and metal works",2
2016,first-time,Plant/machine operators and transport,Manufacturing & factory work,"Process operators, wood and paper industry",2
2016,first-time,Plant/machine operators and transport,Total,Total,117
2016,first-time,Plant/machine operators and transport (SSYK96),Manufacturing & factory work,"Machine operators, chemical-technical industry (SSYK96)",1
2016,first-time,Plant/machine operators and transport (SSYK96),Total,Total,1
2016,first-time,"Service, care and sales work (SSYK96)",Care & nursing aides,Care and nursing personnel (SSYK96),1
2016,first-time,"Service, care and sales work (SSYK96)",Hospitality & food service,Catering and restaurant staff (SSYK96),5
2016,first-time,"Service, care and sales work (SSYK96)","Sales, retail & marketing",Retail salespersons and demonstrators (SSYK96),1
2016,first-time,"Service, care and sales work (SSYK96)",Total,Total,7
2016,first-time,"Service, care and sales workers",Care & nursing aides,Assistant nurses,80
2016,first-time,"Service, care and sales workers",Personal services & sports,Beauticians and body therapists,48
2016,first-time,"Service, care and sales workers",Transport & logistics,"Cabin crew, conductors and guides",4
2016,first-time,"Service, care and sales workers",Care & nursing aides,Care workers and personal assistants,234
2016,first-time,"Service, care and sales workers","Sales, retail & marketing",Cashiers,7
2016,first-time,"Service, care and sales workers",Education,Childcare workers and teaching assistants,14
2016,first-time,"Service, care and sales workers",Cleaning & building maintenance,Cleaning supervisors and building caretakers,26
2016,first-time,"Service, care and sales workers",Hospitality & food service,Cooks and cold-buffet chefs,532
2016,first-time,"Service, care and sales workers",Care & nursing aides,Dental nurses,12
2016,first-time,"Service, care and sales workers","Sales, retail & marketing",Event and telephone salespersons,5
2016,first-time,"Service, care and sales workers",Hospitality & food service,"Head waiters, waiters and bartenders",18
2016,first-time,"Service, care and sales workers",Care & nursing aides,Nursing aides,21
2016,first-time,"Service, care and sales workers",Unknown / other,Other service staff,3
2016,first-time,"Service, care and sales workers","Sales, retail & marketing",Shop sales staff,41
2016,first-time,"Service, care and sales workers",Total,Total,1045
2017,first-time,"Agriculture, horticulture, forestry and fisheries","Agriculture, forestry & fisheries",Animal breeders and keepers,38
2017,first-time,"Agriculture, horticulture, forestry and fisheries","Agriculture, forestry & fisheries","Crop growers, agriculture and horticulture",127
2017,first-time,"Agriculture, horticulture, forestry and fisheries","Agriculture, forestry & fisheries",Fish farmers and fishers,1
2017,first-time,"Agriculture, horticulture, forestry and fisheries","Agriculture, forestry & fisheries",Forestry workers,257
2017,first-time,"Agriculture, horticulture, forestry and fisheries","Agriculture, forestry & fisheries",Mixed crop and animal producers,11
2017,first-time,"Agriculture, horticulture, forestry and fisheries",Total,Total,434
2017,first-time,Clerical support and customer service,Unknown / other,Croupiers and debt collectors,8
2017,first-time,Clerical support and customer service,"Business, finance & legal",Office assistants and secretaries,149
2017,first-time,Clerical support and customer service,Transport & logistics,Postal carriers and sorting workers,7
2017,first-time,Clerical support and customer service,Total,Total,304
2017,first-time,Clerical support and customer service,"Sales, retail & marketing","Travel agents, customer service and receptionists",37
2017,first-time,Clerical support and customer service,Transport & logistics,Warehouse and transport staff,103
2017,first-time,Construction and manufacturing trades,Manufacturing & factory work,Blacksmiths and toolmakers,29
2017,first-time,Construction and manufacturing trades,Manufacturing & factory work,"Butchers, bakers and food processors",58
2017,first-time,Construction and manufacturing trades,Construction trades,"Carpenters, masons and construction workers",240
2017,first-time,Construction and manufacturing trades,Construction trades,"Casters, welders and sheet-metal workers",30
2017,first-time,Construction and manufacturing trades,Construction trades,Construction and civil-engineering occupations (SSYK96),1
2017,first-time,Construction and manufacturing trades,Vehicle & equipment mechanics,Electronics and communications repairers,8
2017,first-time,Construction and manufacturing trades,Construction trades,Installation and industrial electricians,67
2017,first-time,Construction and manufacturing trades,Construction trades,"Painters, lacquerers and chimney sweeps",79
2017,first-time,Construction and manufacturing trades,Vehicle & equipment mechanics,Precision mechanics and craft workers,6
2017,first-time,Construction and manufacturing trades,Manufacturing & factory work,"Prepress technicians, printers and bookbinders",2
2017,first-time,Construction and manufacturing trades,Construction trades,"Roofers, floor layers and plumbers",67
2017,first-time,Construction and manufacturing trades,Construction trades,Surface finishers and furniture makers,17
2017,first-time,Construction and manufacturing trades,Manufacturing & factory work,"Tailors, upholsterers and leather workers",22
2017,first-time,Construction and manufacturing trades,Total,Total,839
2017,first-time,Construction and manufacturing trades,Vehicle & equipment mechanics,Vehicle mechanics and repairers,213
2017,first-time,Managers,"Business, finance & legal",Administration and planning managers,10
2017,first-time,Managers,General management,CEOs and managing directors,27
